"Date","Price","Open","High","Low","Vol.","Change %"
"05/01/2013","611.0557","621.1100","622.6300","608.0800","","-2.14%"
"04/30/2013","624.4350","629.5600","630.9600","622.7500","","-0.88%"
"04/29/2013","629.9909","621.8400","630.5300","621.0000","","1.24%"
"04/26/2013","622.2910","624.3600","624.6900","618.4900","","-0.46%"
"04/25/2013","625.1523","616.1400","625.6600","614.8400","","1.71%"
"04/24/2013","614.6510","607.8500","615.1400","607.2400","","1.24%"
"04/23/2013","607.1079","607.8800","608.7400","602.1300","","-0.33%"
"04/22/2013","609.1019","608.1000","612.0600","603.5400","","0.26%"
"04/19/2013","607.4984","607.0300","610.3100","605.3800","","0.25%"
"04/18/2013","606.0103","596.3800","608.1500","596.3600","","0.84%"
"04/17/2013","600.9702","610.9200","611.5100","599.1300","","-1.47%"
"04/16/2013","609.9061","598.4600","610.6400","597.9600","","0.18%"
"04/15/2013","608.8317","620.1600","620.1600","606.7000","","-2.30%"
"04/12/2013","623.1648","631.3800","631.9700","617.5500","","-1.34%"
"04/11/2013","631.6086","635.6900","636.8400","629.9400","","-0.70%"
"04/10/2013","636.0333","636.4300","638.1500","633.4500","","-0.17%"
"04/09/2013","637.0866","633.8400","637.6000","630.7300","","0.75%"
"04/08/2013","632.3142","629.8000","634.9300","628.6000","","0.65%"
"04/05/2013","628.2562","633.6300","633.9400","626.4900","","-0.75%"
"04/04/2013","632.9982","638.4200","640.2500","628.7900","","-0.89%"
"04/03/2013","638.6690","650.2400","650.8700","637.3600","","-2.02%"
"04/02/2013","651.8654","653.5100","655.9500","649.3000","","-0.19%"
"04/01/2013","653.0965","652.9600","654.7800","649.1800","","-0.30%"
"03/28/2013","655.0464","658.0300","659.2100","652.3500","","-0.42%"
"03/27/2013","657.7804","654.3300","658.7000","652.8500","","0.50%"
"03/26/2013","654.5383","648.4400","654.5700","648.3400","","0.85%"
"03/25/2013","649.0319","647.6700","653.4900","645.9100","","0.39%"
"03/22/2013","646.4979","643.9600","647.1000","642.7200","","0.30%"
"03/21/2013","644.5543","648.4700","649.1700","642.3400","","-0.64%"
"03/20/2013","648.7039","644.1700","648.9100","643.2100","","0.86%"
"03/19/2013","643.1565","649.8400","650.5300","641.8800","","-1.10%"
"03/18/2013","650.2966","647.3100","650.8300","643.7500","","-0.34%"
"03/15/2013","652.5013","650.9200","655.5600","650.2400","","0.35%"
"03/14/2013","650.2262","645.7700","650.3400","645.3700","","0.47%"
"03/13/2013","647.1739","650.5500","652.0700","644.2000","","-0.38%"
"03/12/2013","649.6151","649.1800","655.1300","646.8200","","0.14%"
"03/11/2013","648.7175","648.6900","649.7000","644.8500","","-0.01%"
"03/08/2013","648.8118","646.0100","648.8100","642.7800","","0.33%"
"03/07/2013","646.6478","642.1300","646.8600","641.2900","","0.77%"
"03/06/2013","641.7352","647.9400","647.9400","639.7900","","-0.65%"
"03/05/2013","645.9392","642.3600","646.2000","642.0900","","0.86%"
"03/04/2013","640.4141","642.4900","644.2400","637.8900","","-0.35%"
"03/01/2013","642.6459","647.0600","647.3900","640.0300","","-0.86%"
"02/28/2013","648.2096","651.8100","652.0700","646.4500","","-0.30%"
"02/27/2013","650.1300","654.5600","655.7900","649.6900","","-0.53%"
"02/26/2013","653.5630","656.6100","657.5200","651.9700","","-0.77%"
"02/25/2013","658.6352","658.3700","666.1200","657.3400","","0.08%"
"02/22/2013","658.1243","659.5500","661.8600","656.9000","","0.12%"
"02/21/2013","657.3095","665.2800","665.5900","656.9300","","-1.64%"
"02/20/2013","668.2845","676.0800","677.3600","664.7700","","-1.09%"
"02/19/2013","675.6292","675.3000","675.8900","671.6800","","-0.05%"
"02/15/2013","675.9511","679.7100","680.1400","672.7800","","-0.50%"
"02/14/2013","679.3715","679.8200","680.9800","677.6400","","0.03%"
"02/13/2013","679.1987","680.0200","681.7000","677.7600","","0.04%"
"02/12/2013","678.8995","678.0500","680.0700","676.0100","","0.18%"
"02/11/2013","677.6599","677.5700","678.5000","672.7200","","-0.07%"
"02/08/2013","678.1430","676.1100","681.2800","675.2400","","0.61%"
"02/07/2013","674.0073","676.8900","679.6700","672.9700","","-0.32%"
"02/06/2013","676.1432","677.3700","677.5800","670.8600","","-0.08%"
"02/05/2013","676.6964","672.8200","678.6000","671.9300","","0.42%"
"02/04/2013","673.8732","678.7200","678.9400","672.8400","","-0.76%"
"02/01/2013","679.0521","675.9400","681.5000","674.6500","","0.55%"
"01/31/2013","675.3659","676.1600","677.1200","671.6500","","-0.09%"
"01/30/2013","675.9450","670.7400","676.3500","670.4500","","0.81%"
"01/29/2013","670.5080","665.8400","671.5500","664.4800","","0.78%"
"01/28/2013","665.3303","663.0100","665.9800","661.2400","","0.39%"
"01/25/2013","662.7455","663.6000","665.9200","661.3300","","-0.22%"
"01/24/2013","664.2175","661.8000","665.7800","660.7800","","0.34%"
"01/23/2013","661.9836","663.5300","665.2800","661.0900","","-0.31%"
"01/22/2013","664.0741","662.7500","665.3300","660.6600","","0.49%"
"01/18/2013","660.8349","657.6100","661.0200","656.6800","","0.40%"
"01/17/2013","658.2122","652.9600","659.6800","651.8100","","0.75%"
"01/16/2013","653.3056","653.1600","654.9800","651.0900","","0.17%"
"01/15/2013","652.1791","655.3400","657.0600","651.8700","","-0.46%"
"01/14/2013","655.1869","653.2400","655.6900","650.1100","","0.86%"
"01/11/2013","649.5840","652.1200","652.3600","644.5900","","-0.54%"
"01/10/2013","653.1087","651.0100","657.2200","650.9900","","0.59%"
"01/09/2013","649.3078","649.9300","651.5100","647.6800","","-0.13%"
"01/08/2013","650.1802","649.6600","652.4900","647.9300","","0.23%"
"01/07/2013","648.6945","648.2600","649.3200","644.7200","","0.31%"
"01/04/2013","646.7070","646.1700","648.3400","642.3600","","-0.51%"
"01/03/2013","650.0508","650.6200","652.0900","648.3700","","-0.38%"
"01/02/2013","652.5572","649.2700","656.8700","649.0800","","0.92%"
"12/31/2012","646.5846","644.2600","647.4200","639.3400","","0.33%"
"12/28/2012","644.4345","647.7200","648.4200","642.4200","","-0.21%"
"12/27/2012","645.7793","646.0900","648.1800","642.8900","","-0.08%"
"12/26/2012","646.3068","639.4700","648.6200","638.8400","","1.33%"
"12/24/2012","637.8420","639.1900","639.3900","636.4900","","-0.20%"
"12/21/2012","639.0940","639.9000","642.0600","637.0900","","-0.68%"
"12/20/2012","643.4922","643.2500","644.9600","640.6800","","-0.19%"
"12/19/2012","644.7311","640.1200","645.7400","639.8500","","0.71%"
"12/18/2012","640.1778","638.5200","641.5100","636.9100","","0.51%"
"12/17/2012","636.9210","637.4900","639.1500","636.1900","","-0.03%"
"12/14/2012","637.1423","633.3800","637.4900","632.9000","","0.91%"
"12/13/2012","631.3799","634.7700","636.3900","631.1300","","-0.89%"
"12/12/2012","637.0540","633.1000","640.4300","631.9500","","0.81%"
"12/11/2012","631.9334","630.9300","634.9600","629.7400","","0.08%"
"12/10/2012","631.4033","633.9000","637.5500","630.6500","","-0.23%"
"12/07/2012","632.8803","636.7600","637.5400","632.5100","","-0.44%"
"12/06/2012","635.6860","643.2000","645.1400","633.5500","","-1.18%"
"12/05/2012","643.2606","646.0500","648.1100","640.4500","","-0.26%"
"12/04/2012","644.9492","648.8800","650.3000","643.0100","","-0.90%"
"12/03/2012","650.7797","652.1200","657.1100","649.6400","","0.11%"
"11/30/2012","650.0503","647.7800","651.1900","647.0900","","0.11%"
"11/29/2012","649.3375","643.4300","651.9700","643.3600","","1.05%"
"11/28/2012","642.5869","645.6700","646.2100","637.0100","","-0.52%"
"11/27/2012","645.9576","648.2100","649.8600","643.3900","","-0.16%"
"11/26/2012","646.9857","649.2300","650.2900","645.4100","","-0.43%"
"11/23/2012","649.7961","643.9300","651.1100","643.7800","","0.59%"
"11/21/2012","646.0129","644.0100","648.1300","641.1900","","0.51%"
"11/20/2012","642.7171","650.2200","650.6900","639.5100","","-1.21%"
"11/19/2012","650.5815","641.1900","652.3600","640.7300","","2.13%"
"11/16/2012","637.0056","633.5600","638.0300","631.4000","","0.46%"
"11/15/2012","634.1003","637.8800","640.3800","630.9100","","-0.52%"
"11/14/2012","637.3909","633.4000","640.1600","632.1200","","0.64%"
"11/13/2012","633.3156","633.7600","635.1700","629.6400","","-0.19%"
"11/12/2012","634.5162","636.0900","639.6800","633.1600","","-0.30%"
"11/09/2012","636.4062","633.2600","639.6800","626.7700","","0.77%"
"11/08/2012","631.5300","630.8100","634.2600","627.1900","","0.40%"
"11/07/2012","628.9980","644.1900","647.6600","627.7200","","-2.42%"
"11/06/2012","644.6122","631.1100","645.6600","629.4600","","2.34%"
"11/05/2012","629.8489","625.7400","630.9500","622.4500","","0.60%"
"11/02/2012","626.0701","638.1500","639.3000","625.5200","","-2.00%"
"11/01/2012","638.8567","637.2500","641.3800","636.9800","","0.18%"
"10/31/2012","637.7365","636.5600","642.3700","636.3500","","0.31%"
"10/30/2012","635.7940","635.5300","640.1100","634.6100","","-0.09%"
"10/29/2012","636.3921","637.8900","641.8300","633.4700","","-0.40%"
"10/26/2012","638.9674","638.0500","640.8500","633.0700","","0.23%"
"10/25/2012","637.4734","637.3600","641.9100","634.5500","","0.11%"
"10/24/2012","636.7467","641.8300","643.5500","633.2000","","-0.40%"
"10/23/2012","639.3006","649.2000","649.6300","635.1000","","-1.42%"
"10/22/2012","648.5046","655.8000","658.9700","648.0900","","-1.15%"
"10/19/2012","656.0487","664.9200","669.1800","655.5800","","-1.37%"
"10/18/2012","665.1295","666.0900","666.7800","658.6700","","0.03%"
"10/17/2012","664.9351","664.8200","666.6000","661.7900","","0.10%"
"10/16/2012","664.2448","663.8600","666.7600","661.9000","","0.18%"
"10/15/2012","663.0830","662.5300","665.0700","656.0200","","-0.33%"
"10/12/2012","665.3050","672.3900","672.5500","662.6900","","-0.97%"
"10/11/2012","671.8399","664.9300","674.7700","664.8600","","1.07%"
"10/10/2012","664.7600","666.2600","672.3100","663.7100","","-0.37%"
"10/09/2012","667.2508","660.1900","669.0200","656.7800","","1.62%"
"10/08/2012","656.6427","657.5900","659.6000","651.9600","","-0.45%"
"10/05/2012","659.6306","665.8200","666.5800","655.6400","","-0.84%"
"10/04/2012","665.1905","648.4000","665.7000","648.4000","","2.51%"
"10/03/2012","648.8982","662.5900","662.7100","647.4600","","-2.30%"
"10/02/2012","664.1776","666.8300","668.2200","663.4500","","-0.42%"
"10/01/2012","666.9730","663.7800","671.8700","662.2000","","0.19%"
"09/28/2012","665.7263","662.4600","666.5600","660.0300","","0.83%"
"09/27/2012","660.2620","653.8500","662.0500","651.5300","","1.29%"
"09/26/2012","651.8692","657.2500","657.9800","646.7000","","-1.03%"
"09/25/2012","658.6644","659.5400","665.1800","657.0800","","0.15%"
"09/24/2012","657.6786","658.6700","660.6100","654.1600","","-0.95%"
"09/21/2012","663.9650","662.1300","666.4000","660.8800","","0.85%"
"09/20/2012","658.3464","657.0800","660.2900","650.9800","","0.25%"
"09/19/2012","656.7286","657.0800","657.0800","657.0800","","-2.00%"
"09/18/2012","670.1300","679.3300","679.8200","669.0000","","-1.26%"
"09/17/2012","678.6822","693.2900","694.0000","672.4800","","-2.24%"
"09/14/2012","694.2074","690.3100","699.1300","690.3000","","1.02%"
"09/13/2012","687.2164","682.7900","689.2200","679.1600","","0.65%"
"09/12/2012","682.7907","681.3000","686.5200","679.3400","","0.26%"
"09/11/2012","681.0522","676.5100","681.4400","675.6300","","0.47%"
"09/10/2012","677.8849","677.1700","680.0300","675.0900","","0.18%"
"09/07/2012","676.6445","668.4500","678.2600","667.6300","","0.73%"
"09/06/2012","671.7228","671.4700","678.0400","669.6500","","0.45%"
"09/05/2012","668.7249","672.1900","672.6100","667.2600","","-0.57%"
"09/04/2012","672.5504","680.9300","682.2800","671.6600","","-0.37%"
"08/31/2012","675.0332","666.8600","676.1700","666.6700","","1.21%"
"08/30/2012","666.9635","666.9200","671.0200","664.7500","","-0.26%"
"08/29/2012","668.7056","666.9200","670.6700","665.2000","","0.03%"
"08/28/2012","668.5032","666.2300","669.5200","665.2100","","0.23%"
"08/27/2012","666.9625","678.7700","679.1700","664.4000","","-0.53%"
"08/24/2012","670.5105","671.8200","676.4900","668.6600","","-0.54%"
"08/23/2012","674.1329","680.7000","682.3500","671.5800","","-0.38%"
"08/22/2012","676.6929","674.7900","677.6800","671.8600","","0.17%"
"08/21/2012","675.5479","669.6400","679.1300","669.5700","","0.94%"
"08/20/2012","669.2696","668.2000","670.1400","663.8600","","0.26%"
"08/17/2012","667.5560","666.7900","669.1100","663.8200","","0.00%"
"08/16/2012","667.5738","663.7300","668.2900","660.7900","","0.82%"
"08/15/2012","662.1379","654.6300","663.9900","653.7900","","1.01%"
"08/14/2012","655.5320","654.4200","658.1600","653.2700","","0.29%"
"08/13/2012","653.6086","657.2100","660.5500","652.1900","","-0.40%"
"08/10/2012","656.2125","661.9600","662.2000","652.7700","","-0.82%"
"08/09/2012","661.6466","658.8700","664.0800","657.1200","","0.44%"
"08/08/2012","658.7162","656.4400","661.2200","652.6300","","0.18%"
"08/07/2012","657.5068","649.8200","659.9700","648.5100","","1.10%"
"08/06/2012","650.3401","645.2500","650.7700","643.1800","","0.42%"
"08/03/2012","647.6486","631.5800","649.5500","631.0500","","2.75%"
"08/02/2012","630.3313","636.5300","641.2400","628.6500","","-1.14%"
"08/01/2012","637.6095","634.6600","639.1800","633.5700","","0.28%"
"07/31/2012","635.8224","644.0100","647.1200","633.6800","","-1.36%"
"07/30/2012","644.6022","643.9000","646.5700","641.6800","","0.44%"
"07/27/2012","641.7722","635.8700","642.7800","635.6500","","1.00%"
"07/26/2012","635.4293","632.6400","642.1400","629.5000","","0.24%"
"07/25/2012","633.9242","629.1100","635.0900","625.3100","","0.59%"
"07/24/2012","630.1768","631.7900","636.2000","626.1000","","-0.52%"
"07/23/2012","633.4668","647.7700","647.7700","630.3700","","-2.82%"
"07/20/2012","651.8696","653.2100","653.5800","646.1600","","-0.44%"
"07/19/2012","654.7338","640.8000","654.9100","640.8000","","2.34%"
"07/18/2012","639.7547","631.1200","639.8700","629.1900","","1.14%"
"07/17/2012","632.5208","632.4300","634.9400","626.6000","","0.30%"
"07/16/2012","630.6337","622.1100","631.1100","621.9200","","1.52%"
"07/13/2012","621.1932","615.0700","622.8700","613.5200","","1.02%"
"07/12/2012","614.9057","611.2300","616.1900","605.6000","","0.40%"
"07/11/2012","612.4418","607.7200","614.7900","606.5500","","1.08%"
"07/10/2012","605.9062","610.8400","614.5000","605.1600","","-1.63%"
"07/09/2012","615.9359","608.8100","618.8600","607.7000","","1.78%"
"07/06/2012","605.1527","616.1400","616.9800","603.9100","","-2.42%"
"07/05/2012","620.1469","614.6300","623.8800","613.4200","","0.35%"
"07/03/2012","617.9988","599.2500","618.4200","599.1600","","3.45%"
"07/02/2012","597.3954","596.5700","598.5200","590.4200","","-0.34%"
"06/29/2012","599.4434","570.7600","600.6900","570.4300","","5.63%"
"06/28/2012","567.4719","578.5400","579.6600","565.5000","","-1.65%"
"06/27/2012","576.9990","572.9100","580.9400","568.7500","","0.76%"
"06/26/2012","572.6431","569.0700","572.9100","566.7500","","0.89%"
"06/25/2012","567.5999","568.3600","569.2400","561.9900","","0.69%"
"06/22/2012","563.7151","559.8700","567.3200","555.5600","","0.84%"
"06/21/2012","559.0006","570.4900","572.0300","558.1400","","-2.83%"
"06/20/2012","575.2878","585.4600","587.6200","573.4900","","-1.88%"
"06/19/2012","586.3106","582.7000","588.4000","577.3100","","0.84%"
"06/18/2012","581.4518","587.1800","587.9800","575.0100","","-0.20%"
"06/15/2012","582.6166","585.0700","586.5200","581.0600","","0.13%"
"06/14/2012","581.8690","574.9000","583.6300","574.4300","","0.87%"
"06/13/2012","576.8665","578.1800","583.0800","575.3600","","-0.71%"
"06/12/2012","581.0179","578.3600","583.8000","576.5000","","-0.24%"
"06/11/2012","582.4257","596.9700","598.1500","580.0700","","-0.98%"
"06/08/2012","588.1725","582.9500","589.7300","577.7600","","-0.65%"
"06/07/2012","592.0480","595.1100","602.2400","589.2900","","-0.17%"
"06/06/2012","593.0557","587.9900","597.1000","586.6600","","1.34%"
"06/05/2012","585.2154","588.0000","588.5900","581.3200","","0.14%"
"06/04/2012","584.3915","578.3300","585.5100","571.5500","","0.59%"
"06/01/2012","580.9884","595.2700","596.6700","577.5900","","-2.55%"
"05/31/2012","596.2044","603.0100","605.5000","594.4800","","-1.17%"
"05/30/2012","603.2825","616.0000","616.2700","601.6200","","-2.33%"
"05/29/2012","617.6666","621.5100","625.9900","616.2700","","-0.46%"
"05/25/2012","620.5091","619.7400","622.2900","616.6800","","0.28%"
"05/24/2012","618.7776","620.9200","622.9800","615.5000","","0.40%"
"05/23/2012","616.2930","625.5200","626.2800","613.9500","","-1.90%"
"05/22/2012","628.2290","634.4600","636.0000","627.0500","","-0.86%"
"05/21/2012","633.6805","633.2500","634.8600","629.9400","","0.66%"
"05/18/2012","629.5004","628.6400","633.1300","625.6000","","-0.18%"
"05/17/2012","630.6218","633.6700","636.1900","628.6000","","-0.44%"
"05/16/2012","633.4010","632.7400","637.8600","626.5700","","-0.42%"
"05/15/2012","636.1041","633.2000","640.0900","632.7000","","0.05%"
"05/14/2012","635.7681","639.4000","640.6900","631.0700","","-1.06%"
"05/11/2012","642.5841","642.9900","647.1000","640.4600","","-0.76%"
"05/10/2012","647.5009","648.9700","651.7500","645.5800","","-0.12%"
"05/09/2012","648.2799","648.5800","649.1300","642.2200","","-0.05%"
"05/08/2012","648.5994","652.8700","654.0800","641.8000","","-0.56%"
"05/07/2012","652.2737","645.3700","653.1900","645.2900","","-0.20%"
"05/04/2012","653.5958","670.0300","670.4000","648.8300","","-2.36%"
"05/03/2012","669.3594","679.1700","679.3000","668.7100","","-1.37%"
"05/02/2012","678.6523","686.2500","687.1200","677.8400","","-1.30%"
"05/01/2012","687.6061","684.2200","689.0400","681.5700","","0.40%"
"04/30/2012","684.8785","684.1500","686.1500","680.3800","","0.06%"
"04/27/2012","684.4490","680.3200","685.1600","678.5800","","0.35%"
"04/26/2012","682.0806","677.6000","683.5000","677.5900","","0.67%"
"04/25/2012","677.5717","675.6500","680.3200","673.0200","","0.41%"
"04/24/2012","674.8259","676.0200","678.4800","673.1500","","0.06%"
"04/23/2012","674.4385","675.8200","676.3500","667.9800","","-0.29%"
"04/20/2012","676.3764","673.1200","680.7500","672.9700","","0.56%"
"04/19/2012","672.6325","673.6400","677.2900","670.6100","","0.16%"
"04/18/2012","671.5843","678.4400","679.9800","669.4500","","-1.06%"
"04/17/2012","678.7731","676.0600","681.4600","674.0500","","0.47%"
"04/16/2012","675.5893","678.0100","680.7000","673.3400","","-0.96%"
"04/13/2012","682.1715","687.3100","687.3100","681.3100","","-0.76%"
"04/12/2012","687.3612","678.9300","687.9000","678.7600","","1.15%"
"04/11/2012","679.5345","673.7700","681.2000","672.8700","","0.76%"
"04/10/2012","674.4194","686.0200","686.4500","673.5800","","-1.52%"
"04/09/2012","684.8462","685.2800","685.8000","678.8600","","-0.62%"
"04/05/2012","689.1410","684.9800","689.4500","682.1600","","0.83%"
"04/04/2012","683.5011","695.1200","695.9800","683.3400","","-2.02%"
"04/03/2012","697.5587","699.7000","702.0900","695.3800","","-0.41%"
"04/02/2012","700.4006","691.2500","701.6500","684.6700","","1.70%"
"03/30/2012","688.7121","686.5000","694.0700","685.1600","","0.73%"
"03/29/2012","683.7173","695.5600","697.4100","680.8700","","-1.71%"
"03/28/2012","695.6093","702.0500","702.3500","693.4000","","-1.23%"
"03/27/2012","704.2381","705.2900","708.0800","702.8500","","-0.15%"
"03/26/2012","705.2948","703.1600","707.3400","700.8300","","0.28%"
"03/23/2012","703.3334","696.8700","710.1400","696.7800","","1.12%"
"03/22/2012","695.5687","702.9500","703.2100","692.0600","","-1.06%"
"03/21/2012","703.0067","703.8300","705.9300","700.5600","","0.21%"
"03/20/2012","701.5312","710.0900","710.0900","699.5400","","-1.51%"
"03/19/2012","712.3117","711.2100","713.2000","707.2900","","0.27%"
"03/16/2012","710.3714","701.7700","711.9500","700.1200","","1.36%"
"03/15/2012","700.8509","703.2300","705.4400","695.5700","","-0.31%"
"03/14/2012","703.0241","708.6000","709.9200","701.5900","","-0.83%"
"03/13/2012","708.9306","705.9200","710.8500","703.2900","","0.66%"
"03/12/2012","704.2711","705.5700","705.5700","698.8300","","-0.42%"
"03/09/2012","707.2239","705.2400","710.1800","700.6300","","0.59%"
"03/08/2012","703.0585","698.4300","705.3500","698.4100","","0.78%"
"03/07/2012","697.6169","695.5300","698.9500","691.5600","","0.72%"
"03/06/2012","692.6115","703.1000","703.8800","692.2500","","-1.54%"
"03/05/2012","703.4310","704.9800","706.6000","699.3000","","-0.13%"
"03/02/2012","704.3664","713.0300","713.0500","701.2500","","-1.24%"
"03/01/2012","713.1847","703.4200","717.4500","702.0800","","1.38%"
"02/29/2012","703.4976","704.9300","708.5200","693.7200","","0.01%"
"02/28/2012","703.4613","708.8300","711.5100","702.0100","","-1.15%"
"02/27/2012","711.6239","714.5300","714.6000","708.3300","","-0.55%"
"02/24/2012","715.5240","709.4700","715.7700","707.6200","","1.10%"
"02/23/2012","707.7431","702.1600","708.5200","700.4300","","0.66%"
"02/22/2012","703.1070","698.3900","704.6400","696.8100","","0.45%"
"02/21/2012","699.9238","693.9200","700.7900","691.4500","","1.67%"
"02/17/2012","688.4411","687.5400","689.7500","685.6900","","0.30%"
"02/16/2012","686.4003","681.3800","687.7500","679.0000","","0.52%"
"02/15/2012","682.8429","681.9900","687.8000","680.7300","","0.62%"
"02/14/2012","678.6025","678.0100","682.2700","676.7400","","-0.22%"
"02/13/2012","680.1024","677.6800","681.0200","675.3900","","1.00%"
"02/10/2012","673.3675","679.6700","679.7100","670.0600","","-1.03%"
"02/09/2012","680.3736","676.8600","682.8200","675.8500","","0.80%"
"02/08/2012","674.9639","674.3200","679.4200","671.7400","","0.30%"
"02/07/2012","672.9593","670.8600","676.4600","665.5800","","0.66%"
"02/06/2012","668.5287","664.8600","669.8500","662.1100","","0.32%"
"02/03/2012","666.4255","659.1800","667.3600","657.4900","","1.33%"
"02/02/2012","657.7076","660.4900","663.2500","653.6700","","-0.46%"
"02/01/2012","660.7643","662.2000","666.9800","659.9300","","0.01%"
"01/31/2012","660.6774","663.7400","671.6400","658.5800","","-0.08%"
"01/30/2012","661.2150","664.4900","665.6600","659.4900","","-0.81%"
"01/27/2012","666.6367","665.1800","669.7600","663.1100","","0.26%"
"01/26/2012","664.9235","664.5900","671.5800","663.4200","","0.52%"
"01/25/2012","661.5109","660.9200","665.5400","654.2500","","0.41%"
"01/24/2012","658.8398","659.1300","662.1500","654.7500","","0.00%"
"01/23/2012","658.8529","652.5100","661.5400","650.4600","","1.05%"
"01/20/2012","652.0111","660.5000","662.5800","650.3100","","-1.18%"
"01/19/2012","659.7684","661.7000","663.5500","656.7100","","0.37%"
"01/18/2012","657.3099","661.5700","664.3200","654.9100","","-0.34%"
"01/17/2012","659.5597","657.9400","664.1000","654.9100","","1.23%"
"01/13/2012","651.5357","656.0900","659.4200","647.6600","","-0.56%"
"01/12/2012","655.2333","666.1600","671.0000","653.2100","","-1.25%"
"01/11/2012","663.4939","666.4500","670.2500","661.2000","","-0.74%"
"01/10/2012","668.4299","663.6000","672.4700","663.5200","","0.88%"
"01/09/2012","662.5737","661.3500","665.9700","658.0500","","0.10%"
"01/06/2012","661.9031","660.0100","666.4000","658.6400","","0.09%"
"01/05/2012","661.3192","669.2100","673.5200","660.0200","","-1.32%"
"01/04/2012","670.1499","665.3400","672.1300","662.8400","","0.54%"
"01/03/2012","666.5503","650.7800","667.0900","650.6200","","3.35%"
"12/30/2011","644.9144","647.4500","649.6200","642.7700","","-0.14%"
"12/29/2011","645.8082","644.7200","647.0500","640.7800","","0.06%"
"12/28/2011","645.4442","653.2000","654.3200","643.0900","","-1.21%"
"12/27/2011","653.3506","645.9600","654.7700","644.9700","","1.16%"
"12/23/2011","645.8770","645.1100","647.8300","644.7700","","0.13%"
"12/22/2011","645.0317","640.8000","647.2700","639.6800","","0.64%"
"12/21/2011","640.9056","637.7000","642.6400","631.6700","","1.01%"
"12/20/2011","634.4834","620.7200","636.4000","620.6100","","2.42%"
"12/19/2011","619.4978","615.8700","622.6100","613.3800","","0.26%"
"12/16/2011","617.9009","620.1200","623.1600","613.9800","","-0.05%"
"12/15/2011","618.2318","623.7900","628.3700","616.3800","","-0.59%"
"12/14/2011","621.9295","646.0900","647.2700","618.9000","","-4.06%"
"12/13/2011","648.2441","639.4300","653.6000","638.2600","","1.46%"
"12/12/2011","638.9333","646.5100","646.5800","636.8000","","-1.27%"
"12/09/2011","647.1211","644.1600","649.4700","639.2300","","0.18%"
"12/08/2011","645.9792","653.0700","659.7400","644.1600","","-1.16%"
"12/07/2011","653.5726","660.6100","663.1100","650.7700","","-0.93%"
"12/06/2011","659.6994","654.4500","660.2700","653.0400","","0.33%"
"12/05/2011","657.5159","660.0000","666.4200","654.9500","","-0.12%"
"12/02/2011","658.3238","656.3800","662.6100","654.1100","","0.59%"
"12/01/2011","654.4437","658.8600","661.3700","649.6700","","-0.54%"
"11/30/2011","658.0235","652.9700","664.5600","648.1500","","0.69%"
"11/29/2011","653.4881","641.6400","654.9400","641.4600","","1.34%"
"11/28/2011","644.8362","644.3500","653.6600","639.9900","","1.37%"
"11/25/2011","636.1200","639.1900","641.9700","632.4000","","-0.34%"
"11/23/2011","638.3102","644.0600","644.8800","635.7400","","-1.54%"
"11/22/2011","648.2623","643.3200","650.5900","641.4700","","0.98%"
"11/21/2011","641.9423","648.0600","648.7100","635.4100","","-1.01%"
"11/18/2011","648.5219","653.2300","660.6800","644.4500","","-0.78%"
"11/17/2011","653.6200","669.0900","674.1000","651.1300","","-2.86%"
"11/16/2011","672.8908","663.6600","673.6300","662.2500","","0.93%"
"11/15/2011","666.6800","662.1500","668.1600","659.5800","","0.84%"
"11/14/2011","661.1100","667.9900","668.9700","657.8100","","-0.72%"
"11/11/2011","665.9200","662.0200","667.5200","660.8500","","0.69%"
"11/10/2011","661.3600","654.7500","664.2700","652.4800","","1.03%"
"11/09/2011","654.6000","667.9900","668.4700","654.6000","","-1.65%"
"11/08/2011","665.5900","660.4100","667.1900","659.7000","","0.81%"
"11/07/2011","660.2500","655.7100","661.8400","649.4600","","1.00%"
"11/04/2011","653.7100","651.0600","656.3900","647.0800","","0.42%"
"11/03/2011","651.0053","651.0053","651.0053","651.0053","","1.24%"
"11/02/2011","643.0273","641.0600","651.1400","639.4700","","0.21%"
"11/01/2011","641.6915","647.0900","647.2800","627.9600","","-0.97%"
"10/31/2011","647.9552","650.1500","650.4000","641.2200","","-0.70%"
"10/28/2011","652.5475","655.8900","656.3500","648.9200","","-0.70%"
"10/27/2011","657.1376","644.4300","659.8600","644.3400","","3.04%"
"10/26/2011","637.7600","649.1900","654.1000","637.2800","","-1.77%"
"10/25/2011","649.2472","645.0900","654.1500","643.1700","","0.59%"
"10/24/2011","645.4510","632.1600","647.4000","631.6700","","2.35%"
"10/21/2011","630.6326","628.0100","639.3800","625.7200","","0.96%"
"10/20/2011","624.6629","623.6400","628.3100","614.8000","","-0.29%"
"10/19/2011","626.4681","637.3700","642.7300","625.5900","","-1.69%"
"10/18/2011","637.2164","631.7100","639.7700","624.7100","","0.68%"
"10/17/2011","632.8986","640.2500","645.0000","630.2200","","-0.78%"
"10/14/2011","637.8995","623.8400","639.5800","623.0300","","2.43%"
"10/13/2011","622.7438","621.9600","626.2000","615.3200","","-0.43%"
"10/12/2011","625.4573","620.6800","630.1300","620.6800","","0.13%"
"10/11/2011","624.6498","619.7000","627.6400","611.1600","","0.90%"
"10/10/2011","619.0642","610.8700","622.6900","608.3800","","2.05%"
"10/07/2011","606.6174","606.2700","612.1600","600.1700","","0.02%"
